target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,queries,shots,total_shots,aggregation,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,pooled_counts_before_head,confidence,10,0.528135,0.0109418107378177
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,pooled_counts_before_head,correctness,10,0.5165,0.011377365443917313
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,pooled_counts_before_head,entropy,10,0.5275575,0.009855138606049368
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,pooled_counts_before_head,loss,10,0.5522825,0.008165161851154904
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,pooled_counts_before_head,margin,10,0.5325949999999999,0.011669123550826128
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,confidence,10,0.542365,0.021122392015215666
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,correctness,10,0.57275,0.00953429482330907
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,entropy,10,0.5406575,0.021840666866345164
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,learned_mlp_pv,10,0.5035149999999999,0.028316063854678386
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.5011675,0.02529435611730194
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,loss,10,0.597855,0.015243299074238
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,128,128,mean_api_probabilities,margin,10,0.5421324999999999,0.02007555191575621
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,confidence,10,0.560365,0.010027380570772699
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,correctness,10,0.59575,0.009792996363615022
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,entropy,10,0.5583475,0.008513253148278095
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv,10,0.5139775,0.026434774156822716
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.51856,0.020291771731418624
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,loss,10,0.6101325,0.009434194969483195
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,512,512,mean_api_probabilities,margin,10,0.560585,0.010472319333472488
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,confidence,10,0.563845,0.008056543234470267
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,correctness,10,0.603,0.007888106377466161
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,entropy,10,0.56121,0.008332193255346655
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv,10,0.5295375,0.026572853864423332
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.521965,0.0209824569581353
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,loss,10,0.6115649999999999,0.00718302590216068
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,1,2560,2560,mean_api_probabilities,margin,10,0.563285,0.007952595662912693
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,confidence,10,0.5544375,0.008681543721532996
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,correctness,10,0.5907500000000001,0.00897914249803396
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,entropy,10,0.5491225,0.009802617635101318
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,learned_mlp_pv,10,0.513015,0.021183052056878933
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.5028275,0.023550051456655296
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,loss,10,0.6049675,0.00857854275697996
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,ideal_shot,5,128,640,mean_api_probabilities,margin,10,0.5552175,0.010241229648934858
